MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20171128,NC,27.79,72.21,21.93,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,NC,39.87,60.13,13.64,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,NC,43.18,56.82,13.49,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,NC,54.00,46.00,13.49,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,NC,56.38,43.62,8.42,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,NC,55.65,44.35,9.98,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,NC,57.54,42.46,10.57,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,NC,57.54,42.46,10.57,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,NC,64.07,35.93,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,NC,84.27,15.73,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170919,NC,84.36,15.64,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170912,NC,88.36,11.64,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170905,NC,88.36,11.64,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,NC,74.31,25.69,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,NC,74.43,25.57,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,NC,72.19,27.81,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170808,NC,64.72,35.28,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170801,NC,64.72,35.28,0.00,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170725,NC,97.34,2.66,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,NC,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,NC,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,NC,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,NC,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,NC,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,NC,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,NC,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,NC,99.99,0.01,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,NC,99.99,0.01,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,NC,96.10,3.90,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,NC,96.10,3.90,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,NC,95.08,4.92,0.25,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,NC,68.70,31.30,4.88,0.24,0.00,0.00,2017-04-25,2017-05-01,1
20170418,NC,43.48,56.52,34.73,4.64,0.00,0.00,2017-04-18,2017-04-24,1
20170411,NC,43.48,56.52,34.73,4.64,0.00,0.00,2017-04-11,2017-04-17,1
20170404,NC,43.48,56.52,36.05,5.09,0.00,0.00,2017-04-04,2017-04-10,1
20170328,NC,33.59,66.41,39.17,13.35,0.00,0.00,2017-03-28,2017-04-03,1
20170321,NC,33.63,66.37,38.81,14.91,4.74,0.00,2017-03-21,2017-03-27,1
20170314,NC,34.09,65.91,39.19,15.77,4.74,0.00,2017-03-14,2017-03-20,1
20170307,NC,16.30,83.70,26.52,15.77,4.74,0.00,2017-03-07,2017-03-13,1
20170228,NC,18.08,81.92,26.52,15.77,4.74,0.00,2017-02-28,2017-03-06,1
20170221,NC,28.64,71.36,16.51,9.68,0.01,0.00,2017-02-21,2017-02-27,1
20170214,NC,29.97,70.03,12.43,2.93,0.01,0.00,2017-02-14,2017-02-20,1
20170207,NC,72.76,27.24,12.43,2.91,0.01,0.00,2017-02-07,2017-02-13,1
20170131,NC,72.76,27.24,12.43,2.91,0.01,0.00,2017-01-31,2017-02-06,1
20170124,NC,72.76,27.24,12.43,2.91,0.01,0.00,2017-01-24,2017-01-30,1
20170117,NC,59.00,41.00,26.89,12.41,1.57,0.00,2017-01-17,2017-01-23,1
20170110,NC,59.00,41.00,26.90,12.41,1.57,0.00,2017-01-10,2017-01-16,1
20170103,NC,57.09,42.91,26.90,12.41,1.57,0.00,2017-01-03,2017-01-09,1
20161227,NC,37.95,62.05,33.33,12.66,4.45,0.00,2016-12-27,2017-01-02,1
20161220,NC,37.95,62.05,33.33,12.66,4.45,0.00,2016-12-20,2016-12-26,1
20161213,NC,47.93,52.07,33.33,12.66,4.46,0.00,2016-12-13,2016-12-19,1
20161206,NC,47.93,52.07,33.33,12.66,4.46,0.00,2016-12-06,2016-12-12,1
20161129,NC,48.11,51.89,32.61,18.04,12.75,4.46,2016-11-29,2016-12-05,1
20161122,NC,48.11,51.89,32.61,18.04,12.75,3.75,2016-11-22,2016-11-28,1
20161115,NC,58.76,41.24,29.76,18.03,12.69,3.71,2016-11-15,2016-11-21,1
20161108,NC,69.84,30.16,24.87,14.14,8.58,0.90,2016-11-08,2016-11-14,1
20161101,NC,71.68,28.32,19.11,12.01,5.43,0.00,2016-11-01,2016-11-07,1
20161025,NC,71.68,28.32,19.11,11.55,2.62,0.00,2016-10-25,2016-10-31,1
20161018,NC,77.95,22.05,18.25,10.34,2.10,0.00,2016-10-18,2016-10-24,1
20161011,NC,77.91,22.09,18.25,4.55,0.00,0.00,2016-10-11,2016-10-17,1
20161004,NC,77.91,22.09,18.20,4.55,0.00,0.00,2016-10-04,2016-10-10,1
20160927,NC,66.16,33.84,17.51,0.93,0.00,0.00,2016-09-27,2016-10-03,1
20160920,NC,52.77,47.23,15.15,0.93,0.00,0.00,2016-09-20,2016-09-26,1
20160913,NC,52.69,47.31,4.25,0.82,0.00,0.00,2016-09-13,2016-09-19,1
20160906,NC,87.32,12.68,4.20,0.82,0.00,0.00,2016-09-06,2016-09-12,1
20160830,NC,76.30,23.70,4.20,0.82,0.00,0.00,2016-08-30,2016-09-05,1
20160823,NC,86.57,13.43,4.20,0.82,0.00,0.00,2016-08-23,2016-08-29,1
20160816,NC,88.96,11.04,4.45,1.36,0.00,0.00,2016-08-16,2016-08-22,1
20160809,NC,88.86,11.14,5.38,1.36,0.00,0.00,2016-08-09,2016-08-15,1
20160802,NC,83.47,16.53,10.08,5.37,0.00,0.00,2016-08-02,2016-08-08,1
20160726,NC,83.47,16.53,10.08,5.37,0.00,0.00,2016-07-26,2016-08-01,1
20160719,NC,83.59,16.41,9.52,5.37,0.00,0.00,2016-07-19,2016-07-25,1
20160712,NC,83.67,16.33,10.32,7.12,0.00,0.00,2016-07-12,2016-07-18,1
20160705,NC,83.25,16.75,11.20,7.10,0.00,0.00,2016-07-05,2016-07-11,1
20160628,NC,72.56,27.44,10.94,2.15,0.00,0.00,2016-06-28,2016-07-04,1
20160621,NC,71.91,28.09,10.92,2.07,0.00,0.00,2016-06-21,2016-06-27,1
20160614,NC,81.54,18.46,10.92,0.00,0.00,0.00,2016-06-14,2016-06-20,1
20160607,NC,86.06,13.94,10.92,0.00,0.00,0.00,2016-06-07,2016-06-13,1
20160531,NC,86.06,13.94,10.92,0.00,0.00,0.00,2016-05-31,2016-06-06,1
20160524,NC,86.83,13.17,7.15,0.00,0.00,0.00,2016-05-24,2016-05-30,1
20160517,NC,78.24,21.76,13.40,0.00,0.00,0.00,2016-05-17,2016-05-23,1
20160510,NC,78.24,21.76,13.40,0.00,0.00,0.00,2016-05-10,2016-05-16,1
20160503,NC,25.98,74.02,13.40,0.00,0.00,0.00,2016-05-03,2016-05-09,1
20160426,NC,15.53,84.47,0.00,0.00,0.00,0.00,2016-04-26,2016-05-02,1
20160419,NC,15.53,84.47,0.00,0.00,0.00,0.00,2016-04-19,2016-04-25,1
20160412,NC,59.35,40.65,0.00,0.00,0.00,0.00,2016-04-12,2016-04-18,1
20160405,NC,64.32,35.68,0.00,0.00,0.00,0.00,2016-04-05,2016-04-11,1
20160329,NC,89.79,10.21,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04,1
20160322,NC,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-22,2016-03-28,1
20160315,NC,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-15,2016-03-21,1
20160308,NC,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14,1
20160301,NC,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-01,2016-03-07,1
20160223,NC,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-23,2016-02-29,1
20160216,NC,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-16,2016-02-22,1
20160209,NC,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15,1
20160202,NC,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-02,2016-02-08,1
20160126,NC,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-26,2016-02-01,1
20160119,NC,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-19,2016-01-25,1
20160112,NC,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-12,2016-01-18,1
20160105,NC,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-05,2016-01-11,1
20151229,NC,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-29,2016-01-04,1
20151222,NC,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-22,2015-12-28,1
20151215,NC,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-15,2015-12-21,1
20151208,NC,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-08,2015-12-14,1
20151201,NC,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-01,2015-12-07,1
20151124,NC,100.00,0.00,0.00,0.00,0.00,0.00,2015-11-24,2015-11-30,1
20151117,NC,100.00,0.00,0.00,0.00,0.00,0.00,2015-11-17,2015-11-23,1
20151110,NC,100.00,0.00,0.00,0.00,0.00,0.00,2015-11-10,2015-11-16,1
20151103,NC,100.00,0.00,0.00,0.00,0.00,0.00,2015-11-03,2015-11-09,1
20151027,NC,100.00,0.00,0.00,0.00,0.00,0.00,2015-10-27,2015-11-02,1
20151020,NC,100.00,0.00,0.00,0.00,0.00,0.00,2015-10-20,2015-10-26,1
20151013,NC,100.00,0.00,0.00,0.00,0.00,0.00,2015-10-13,2015-10-19,1
20151006,NC,100.00,0.00,0.00,0.00,0.00,0.00,2015-10-06,2015-10-12,1
20150929,NC,35.61,64.39,17.66,1.89,0.00,0.00,2015-09-29,2015-10-05,1
20150922,NC,15.36,84.64,41.06,10.32,0.00,0.00,2015-09-22,2015-09-28,1
20150915,NC,15.52,84.48,39.77,4.87,0.00,0.00,2015-09-15,2015-09-21,1
20150908,NC,16.67,83.33,34.04,3.72,0.00,0.00,2015-09-08,2015-09-14,1
20150901,NC,16.71,83.29,33.70,2.33,0.00,0.00,2015-09-01,2015-09-07,1
20150825,NC,19.02,80.98,27.54,2.33,0.00,0.00,2015-08-25,2015-08-31,1
20150818,NC,27.03,72.97,31.03,5.77,0.00,0.00,2015-08-18,2015-08-24,1
20150811,NC,35.16,64.84,22.77,5.17,0.00,0.00,2015-08-11,2015-08-17,1
20150804,NC,40.23,59.77,18.38,5.17,0.00,0.00,2015-08-04,2015-08-10,1
20150728,NC,61.29,38.71,17.54,2.03,0.00,0.00,2015-07-28,2015-08-03,1
20150721,NC,61.29,38.71,17.28,0.00,0.00,0.00,2015-07-21,2015-07-27,1
20150714,NC,61.29,38.71,15.86,0.00,0.00,0.00,2015-07-14,2015-07-20,1
20150707,NC,62.88,37.12,15.86,0.00,0.00,0.00,2015-07-07,2015-07-13,1
20150630,NC,50.31,49.69,15.86,0.00,0.00,0.00,2015-06-30,2015-07-06,1
20150623,NC,34.96,65.04,14.70,0.00,0.00,0.00,2015-06-23,2015-06-29,1
20150616,NC,38.82,61.18,0.00,0.00,0.00,0.00,2015-06-16,2015-06-22,1
20150609,NC,45.75,54.25,0.00,0.00,0.00,0.00,2015-06-09,2015-06-15,1
20150602,NC,38.97,61.03,0.00,0.00,0.00,0.00,2015-06-02,2015-06-08,1
20150526,NC,50.94,49.06,0.00,0.00,0.00,0.00,2015-05-26,2015-06-01,1
20150519,NC,89.26,10.74,0.00,0.00,0.00,0.00,2015-05-19,2015-05-25,1
20150512,NC,100.00,0.00,0.00,0.00,0.00,0.00,2015-05-12,2015-05-18,1
20150505,NC,100.00,0.00,0.00,0.00,0.00,0.00,2015-05-05,2015-05-11,1
20150428,NC,100.00,0.00,0.00,0.00,0.00,0.00,2015-04-28,2015-05-04,1
20150421,NC,99.87,0.13,0.00,0.00,0.00,0.00,2015-04-21,2015-04-27,1
20150414,NC,59.48,40.52,0.00,0.00,0.00,0.00,2015-04-14,2015-04-20,1
20150407,NC,59.48,40.52,0.00,0.00,0.00,0.00,2015-04-07,2015-04-13,1
20150331,NC,64.12,35.88,0.00,0.00,0.00,0.00,2015-03-31,2015-04-06,1
20150324,NC,66.85,33.15,0.00,0.00,0.00,0.00,2015-03-24,2015-03-30,1
20150317,NC,69.76,30.24,0.00,0.00,0.00,0.00,2015-03-17,2015-03-23,1
20150310,NC,69.76,30.24,0.00,0.00,0.00,0.00,2015-03-10,2015-03-16,1
20150303,NC,69.76,30.24,0.00,0.00,0.00,0.00,2015-03-03,2015-03-09,1
20150224,NC,69.76,30.24,0.00,0.00,0.00,0.00,2015-02-24,2015-03-02,1
20150217,NC,69.76,30.24,0.00,0.00,0.00,0.00,2015-02-17,2015-02-23,1
20150210,NC,84.80,15.20,0.00,0.00,0.00,0.00,2015-02-10,2015-02-16,1
20150203,NC,89.38,10.62,0.00,0.00,0.00,0.00,2015-02-03,2015-02-09,1
20150127,NC,89.38,10.62,0.00,0.00,0.00,0.00,2015-01-27,2015-02-02,1
20150120,NC,90.14,9.86,0.00,0.00,0.00,0.00,2015-01-20,2015-01-26,1
20150113,NC,92.65,7.35,0.00,0.00,0.00,0.00,2015-01-13,2015-01-19,1
20150106,NC,81.21,18.79,0.00,0.00,0.00,0.00,2015-01-06,2015-01-12,1
20141230,NC,81.21,18.79,0.00,0.00,0.00,0.00,2014-12-30,2015-01-05,1
20141223,NC,46.73,53.27,0.00,0.00,0.00,0.00,2014-12-23,2014-12-29,1
20141216,NC,46.73,53.27,0.00,0.00,0.00,0.00,2014-12-16,2014-12-22,1
20141209,NC,51.55,48.45,0.00,0.00,0.00,0.00,2014-12-09,2014-12-15,1
20141202,NC,51.55,48.45,0.00,0.00,0.00,0.00,2014-12-02,2014-12-08,1
20141125,NC,42.07,57.93,0.00,0.00,0.00,0.00,2014-11-25,2014-12-01,1
20141118,NC,34.58,65.42,0.00,0.00,0.00,0.00,2014-11-18,2014-11-24,1
20141111,NC,36.05,63.95,0.00,0.00,0.00,0.00,2014-11-11,2014-11-17,1
20141104,NC,52.99,47.01,0.00,0.00,0.00,0.00,2014-11-04,2014-11-10,1
20141028,NC,67.55,32.45,0.00,0.00,0.00,0.00,2014-10-28,2014-11-03,1
20141021,NC,87.70,12.30,0.00,0.00,0.00,0.00,2014-10-21,2014-10-27,1
20141014,NC,87.70,12.30,0.00,0.00,0.00,0.00,2014-10-14,2014-10-20,1
20141007,NC,87.70,12.30,0.00,0.00,0.00,0.00,2014-10-07,2014-10-13,1
20140930,NC,89.24,10.76,0.00,0.00,0.00,0.00,2014-09-30,2014-10-06,1
20140923,NC,88.72,11.28,0.00,0.00,0.00,0.00,2014-09-23,2014-09-29,1
20140916,NC,97.35,2.65,0.00,0.00,0.00,0.00,2014-09-16,2014-09-22,1
20140909,NC,97.35,2.65,0.00,0.00,0.00,0.00,2014-09-09,2014-09-15,1
20140902,NC,90.47,9.53,0.00,0.00,0.00,0.00,2014-09-02,2014-09-08,1
20140826,NC,91.26,8.74,0.00,0.00,0.00,0.00,2014-08-26,2014-09-01,1
20140819,NC,90.56,9.44,0.00,0.00,0.00,0.00,2014-08-19,2014-08-25,1
20140812,NC,84.22,15.78,0.00,0.00,0.00,0.00,2014-08-12,2014-08-18,1
20140805,NC,82.43,17.57,0.00,0.00,0.00,0.00,2014-08-05,2014-08-11,1
20140729,NC,73.35,26.65,0.00,0.00,0.00,0.00,2014-07-29,2014-08-04,1
20140722,NC,76.12,23.88,0.00,0.00,0.00,0.00,2014-07-22,2014-07-28,1
20140715,NC,71.26,28.74,0.00,0.00,0.00,0.00,2014-07-15,2014-07-21,1
20140708,NC,84.43,15.57,0.00,0.00,0.00,0.00,2014-07-08,2014-07-14,1
20140701,NC,94.26,5.74,0.00,0.00,0.00,0.00,2014-07-01,2014-07-07,1
20140624,NC,93.74,6.26,0.00,0.00,0.00,0.00,2014-06-24,2014-06-30,1
20140617,NC,95.59,4.41,0.00,0.00,0.00,0.00,2014-06-17,2014-06-23,1
20140610,NC,95.59,4.41,0.00,0.00,0.00,0.00,2014-06-10,2014-06-16,1
20140603,NC,97.41,2.59,0.00,0.00,0.00,0.00,2014-06-03,2014-06-09,1
20140527,NC,97.42,2.58,0.00,0.00,0.00,0.00,2014-05-27,2014-06-02,1
20140520,NC,97.42,2.58,0.00,0.00,0.00,0.00,2014-05-20,2014-05-26,1
20140513,NC,97.09,2.91,0.00,0.00,0.00,0.00,2014-05-13,2014-05-19,1
20140506,NC,97.09,2.91,0.00,0.00,0.00,0.00,2014-05-06,2014-05-12,1
20140429,NC,99.69,0.31,0.00,0.00,0.00,0.00,2014-04-29,2014-05-05,1
20140422,NC,99.69,0.31,0.00,0.00,0.00,0.00,2014-04-22,2014-04-28,1
20140415,NC,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-15,2014-04-21,1
20140408,NC,100.00,0.00,0.00,0.00,0.00,0.00,2014-04-08,2014-04-14,1
20140401,NC,93.69,6.31,0.00,0.00,0.00,0.00,2014-04-01,2014-04-07,1
20140325,NC,97.79,2.21,0.00,0.00,0.00,0.00,2014-03-25,2014-03-31,1
20140318,NC,99.76,0.24,0.00,0.00,0.00,0.00,2014-03-18,2014-03-24,1
20140311,NC,99.76,0.24,0.00,0.00,0.00,0.00,2014-03-11,2014-03-17,1
20140304,NC,100.00,0.00,0.00,0.00,0.00,0.00,2014-03-04,2014-03-10,1
20140225,NC,100.00,0.00,0.00,0.00,0.00,0.00,2014-02-25,2014-03-03,1
20140218,NC,100.00,0.00,0.00,0.00,0.00,0.00,2014-02-18,2014-02-24,1
20140211,NC,98.57,1.43,0.00,0.00,0.00,0.00,2014-02-11,2014-02-17,1
20140204,NC,94.47,5.53,0.00,0.00,0.00,0.00,2014-02-04,2014-02-10,1
20140128,NC,94.47,5.53,0.00,0.00,0.00,0.00,2014-01-28,2014-02-03,1
20140121,NC,94.47,5.53,0.00,0.00,0.00,0.00,2014-01-21,2014-01-27,1
20140114,NC,94.47,5.53,0.00,0.00,0.00,0.00,2014-01-14,2014-01-20,1
20140107,NC,94.47,5.53,0.00,0.00,0.00,0.00,2014-01-07,2014-01-13,1
20131231,NC,94.47,5.53,0.00,0.00,0.00,0.00,2013-12-31,2014-01-06,1
20131224,NC,52.69,47.31,0.00,0.00,0.00,0.00,2013-12-24,2013-12-30,1
20131217,NC,48.40,51.60,0.00,0.00,0.00,0.00,2013-12-17,2013-12-23,1
20131210,NC,42.79,57.21,0.00,0.00,0.00,0.00,2013-12-10,2013-12-16,1
20131203,NC,42.79,57.21,0.00,0.00,0.00,0.00,2013-12-03,2013-12-09,1
20131126,NC,24.88,75.12,0.00,0.00,0.00,0.00,2013-11-26,2013-12-02,1
20131119,NC,24.88,75.12,0.00,0.00,0.00,0.00,2013-11-19,2013-11-25,1
20131112,NC,60.25,39.75,0.00,0.00,0.00,0.00,2013-11-12,2013-11-18,1
20131105,NC,60.27,39.73,0.00,0.00,0.00,0.00,2013-11-05,2013-11-11,1
20131029,NC,62.36,37.64,0.00,0.00,0.00,0.00,2013-10-29,2013-11-04,1
20131022,NC,92.24,7.76,0.00,0.00,0.00,0.00,2013-10-22,2013-10-28,1
20131015,NC,96.14,3.86,0.00,0.00,0.00,0.00,2013-10-15,2013-10-21,1
20131008,NC,77.81,22.19,0.00,0.00,0.00,0.00,2013-10-08,2013-10-14,1
20131001,NC,77.81,22.19,0.00,0.00,0.00,0.00,2013-10-01,2013-10-07,1
20130924,NC,100.00,0.00,0.00,0.00,0.00,0.00,2013-09-24,2013-09-30,1
20130917,NC,100.00,0.00,0.00,0.00,0.00,0.00,2013-09-17,2013-09-23,1
20130910,NC,100.00,0.00,0.00,0.00,0.00,0.00,2013-09-10,2013-09-16,1
20130903,NC,100.00,0.00,0.00,0.00,0.00,0.00,2013-09-03,2013-09-09,1
20130827,NC,100.00,0.00,0.00,0.00,0.00,0.00,2013-08-27,2013-09-02,1
20130820,NC,100.00,0.00,0.00,0.00,0.00,0.00,2013-08-20,2013-08-26,1
20130813,NC,100.00,0.00,0.00,0.00,0.00,0.00,2013-08-13,2013-08-19,1
20130806,NC,100.00,0.00,0.00,0.00,0.00,0.00,2013-08-06,2013-08-12,1
20130730,NC,100.00,0.00,0.00,0.00,0.00,0.00,2013-07-30,2013-08-05,1
20130723,NC,100.00,0.00,0.00,0.00,0.00,0.00,2013-07-23,2013-07-29,1
20130716,NC,100.00,0.00,0.00,0.00,0.00,0.00,2013-07-16,2013-07-22,1
20130709,NC,100.00,0.00,0.00,0.00,0.00,0.00,2013-07-09,2013-07-15,1
20130702,NC,100.00,0.00,0.00,0.00,0.00,0.00,2013-07-02,2013-07-08,1
20130625,NC,100.00,0.00,0.00,0.00,0.00,0.00,2013-06-25,2013-07-01,1
20130618,NC,100.00,0.00,0.00,0.00,0.00,0.00,2013-06-18,2013-06-24,1
20130611,NC,100.00,0.00,0.00,0.00,0.00,0.00,2013-06-11,2013-06-17,1
20130604,NC,65.56,34.44,0.00,0.00,0.00,0.00,2013-06-04,2013-06-10,1
20130528,NC,65.56,34.44,0.00,0.00,0.00,0.00,2013-05-28,2013-06-03,1
20130521,NC,65.56,34.44,0.00,0.00,0.00,0.00,2013-05-21,2013-05-27,1
20130514,NC,65.08,34.92,0.00,0.00,0.00,0.00,2013-05-14,2013-05-20,1
20130507,NC,69.48,30.52,0.00,0.00,0.00,0.00,2013-05-07,2013-05-13,1
20130430,NC,55.59,44.41,0.00,0.00,0.00,0.00,2013-04-30,2013-05-06,1
20130423,NC,53.94,46.06,6.21,0.00,0.00,0.00,2013-04-23,2013-04-29,1
20130416,NC,53.89,46.11,6.28,0.00,0.00,0.00,2013-04-16,2013-04-22,1
20130409,NC,59.75,40.25,6.28,0.00,0.00,0.00,2013-04-09,2013-04-15,1
20130402,NC,56.71,43.29,6.67,0.00,0.00,0.00,2013-04-02,2013-04-08,1
20130326,NC,56.69,43.31,6.77,0.00,0.00,0.00,2013-03-26,2013-04-01,1
20130319,NC,67.06,32.94,6.85,0.00,0.00,0.00,2013-03-19,2013-03-25,1
20130312,NC,73.10,26.90,6.85,0.00,0.00,0.00,2013-03-12,2013-03-18,1
20130305,NC,72.99,27.01,6.85,0.00,0.00,0.00,2013-03-05,2013-03-11,1
20130226,NC,73.08,26.92,6.85,0.00,0.00,0.00,2013-02-26,2013-03-04,1
20130219,NC,57.68,42.32,13.81,0.00,0.00,0.00,2013-02-19,2013-02-25,1
20130212,NC,57.68,42.32,14.08,0.00,0.00,0.00,2013-02-12,2013-02-18,1
20130205,NC,22.65,77.35,15.41,0.00,0.00,0.00,2013-02-05,2013-02-11,1
20130129,NC,45.63,54.37,15.35,0.00,0.00,0.00,2013-01-29,2013-02-04,1
20130122,NC,45.63,54.37,15.14,0.00,0.00,0.00,2013-01-22,2013-01-28,1
20130115,NC,39.86,60.14,37.85,1.48,0.00,0.00,2013-01-15,2013-01-21,1
20130108,NC,30.99,69.01,38.61,1.45,0.00,0.00,2013-01-08,2013-01-14,1
20130101,NC,31.03,68.97,38.63,1.45,0.00,0.00,2013-01-01,2013-01-07,1
20121225,NC,19.71,80.29,61.58,5.25,0.00,0.00,2012-12-25,2012-12-31,1
20121218,NC,19.71,80.29,61.91,5.25,0.00,0.00,2012-12-18,2012-12-24,1
20121211,NC,19.71,80.29,61.91,0.01,0.00,0.00,2012-12-11,2012-12-17,1
20121204,NC,19.55,80.45,61.91,0.17,0.00,0.00,2012-12-04,2012-12-10,1
20121127,NC,19.97,80.03,50.62,0.00,0.00,0.00,2012-11-27,2012-12-03,1
20121120,NC,32.67,67.33,14.71,0.00,0.00,0.00,2012-11-20,2012-11-26,1
20121113,NC,31.40,68.60,7.06,0.00,0.00,0.00,2012-11-13,2012-11-19,1
20121106,NC,61.97,38.03,7.06,0.00,0.00,0.00,2012-11-06,2012-11-12,1
20121030,NC,73.38,26.62,0.00,0.00,0.00,0.00,2012-10-30,2012-11-05,1
20121023,NC,72.15,27.85,0.00,0.00,0.00,0.00,2012-10-23,2012-10-29,1
20121016,NC,74.31,25.69,0.00,0.00,0.00,0.00,2012-10-16,2012-10-22,1
20121009,NC,91.37,8.63,0.00,0.00,0.00,0.00,2012-10-09,2012-10-15,1
20121002,NC,91.32,8.68,0.00,0.00,0.00,0.00,2012-10-02,2012-10-08,1
20120925,NC,84.72,15.28,0.00,0.00,0.00,0.00,2012-09-25,2012-10-01,1
20120918,NC,73.19,26.81,0.00,0.00,0.00,0.00,2012-09-18,2012-09-24,1
20120911,NC,73.19,26.81,0.00,0.00,0.00,0.00,2012-09-11,2012-09-17,1
20120904,NC,89.26,10.74,0.00,0.00,0.00,0.00,2012-09-04,2012-09-10,1
20120828,NC,85.50,14.50,0.00,0.00,0.00,0.00,2012-08-28,2012-09-03,1
20120821,NC,84.49,15.51,1.06,0.00,0.00,0.00,2012-08-21,2012-08-27,1
20120814,NC,83.69,16.31,1.06,0.00,0.00,0.00,2012-08-14,2012-08-20,1
20120807,NC,81.38,18.62,1.09,0.00,0.00,0.00,2012-08-07,2012-08-13,1
20120731,NC,80.86,19.14,1.94,0.00,0.00,0.00,2012-07-31,2012-08-06,1
20120724,NC,72.38,27.62,1.94,0.00,0.00,0.00,2012-07-24,2012-07-30,1
20120717,NC,52.76,47.24,5.42,0.00,0.00,0.00,2012-07-17,2012-07-23,1
20120710,NC,52.92,47.08,10.62,0.00,0.00,0.00,2012-07-10,2012-07-16,1
20120703,NC,51.89,48.11,10.62,0.00,0.00,0.00,2012-07-03,2012-07-09,1
20120626,NC,63.76,36.24,0.00,0.00,0.00,0.00,2012-06-26,2012-07-02,1
20120619,NC,74.02,25.98,0.00,0.00,0.00,0.00,2012-06-19,2012-06-25,1
20120612,NC,74.03,25.97,0.00,0.00,0.00,0.00,2012-06-12,2012-06-18,1
20120605,NC,69.10,30.90,0.00,0.00,0.00,0.00,2012-06-05,2012-06-11,1
20120529,NC,40.27,59.73,5.17,0.00,0.00,0.00,2012-05-29,2012-06-04,1
20120522,NC,33.37,66.63,5.17,0.00,0.00,0.00,2012-05-22,2012-05-28,1
20120515,NC,29.20,70.80,22.69,0.00,0.00,0.00,2012-05-15,2012-05-21,1
20120508,NC,16.31,83.69,62.58,0.00,0.00,0.00,2012-05-08,2012-05-14,1
20120501,NC,15.52,84.48,62.58,0.00,0.00,0.00,2012-05-01,2012-05-07,1
20120424,NC,13.40,86.60,49.40,0.00,0.00,0.00,2012-04-24,2012-04-30,1
20120417,NC,13.34,86.66,49.40,0.00,0.00,0.00,2012-04-17,2012-04-23,1
20120410,NC,13.34,86.66,49.40,0.00,0.00,0.00,2012-04-10,2012-04-16,1
20120403,NC,9.24,90.76,36.61,0.00,0.00,0.00,2012-04-03,2012-04-09,1
